Measure:mean;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
852;45.7447;42.3697;90.9723;64.9068;86.1375;76.4059;80.1915;94.9182;54.3221;38.0077;87.9565;69.7746;70.1047;67.9804;70.1935;88.0312;67.0303;62.9762;48.8598;40.7341;89.9152;64.6133;82.9331;74.9045;80.0811;91.457;68.2056;68.5475;71.9471;85.5596;65.4815;59.5265;0.0;82.652;0.0;0.0;93.5;0.0;0.0;74.8415;105.3761;90.9855;92.104;93.1937;101.8172
853;35.5899;47.6125;87.8997;62.3599;88.5479;75.8008;81.5858;96.6226;48.7051;31.6385;88.7364;69.9398;74.3543;58.7361;72.7293;91.8904;66.24;57.8687;48.6805;39.9412;87.0119;62.1161;88.4539;77.1188;80.3193;93.8504;70.8154;74.6732;74.6776;91.9709;63.375;63.7346;60.6;78.2794;0.0;0.0;69.3333;0.0;0.0;84.8717;110.4434;97.8298;97.2671;98.5685;103.4412
854;31.1277;38.1035;88.0555;63.8443;91.9819;79.5773;83.8536;97.9611;49.8983;25.2348;91.1283;70.9488;73.3923;53.2418;70.7049;96.199;68.4066;53.9778;39.731;41.7778;88.1621;63.3211;89.5935;81.5603;82.5239;95.7209;69.8587;70.6726;78.5189;94.3465;67.6071;56.6412;0.0;79.1487;0.0;0.0;68.3929;0.0;0.0;77.7273;112.9581;106.961;98.8913;99.1228;106.0738
855;28.5593;45.9916;85.2405;60.8202;85.7205;71.5587;79.5927;93.9654;37.0296;21.9619;84.3101;68.5954;65.0946;41.7593;63.1329;87.5695;69.0;54.1918;29.5944;45.2;85.0452;60.9885;86.4756;71.7053;78.7378;93.8764;67.6495;65.424;66.5413;85.6218;72.0385;54.8684;48.0;76.6092;0.0;0.0;71.7419;0.0;0.0;95.4231;109.0691;96.4642;96.216;95.6307;98.4933
856;23.0125;49.3588;86.6758;63.1071;85.3702;73.1927;78.8006;91.701;25.7859;19.7279;87.7255;68.0989;69.6123;42.1407;71.2815;91.8909;61.2812;50.3274;22.461;39.879;84.9344;59.33;85.3348;73.7208;76.9293;92.4896;64.5466;67.2746;73.7346;89.3802;66.2222;49.6664;40.9394;81.2221;0.0;0.0;67.8167;0.0;0.0;72.5336;113.6478;103.5031;102.0527;105.1571;106.4348
857;49.9969;47.5217;86.9738;63.4538;84.3674;76.7213;81.8786;92.715;59.8504;36.9881;88.8269;70.4403;70.1049;67.137;70.9223;90.6807;73.25;61.4295;52.8664;40.4337;88.7199;64.4449;84.3564;76.4125;79.9537;93.0843;69.418;69.3768;73.7013;89.9261;62.7727;62.6687;63.8571;80.4244;0.0;0.0;76.2222;0.0;0.0;83.0864;105.6304;98.0726;94.4253;94.9959;99.0042
858;35.8932;41.913;88.2649;65.0459;88.8139;75.2946;79.2141;93.0971;39.5848;20.801;89.0634;68.7721;70.9851;44.9771;67.9378;90.8744;64.3714;61.3879;30.9581;34.6164;87.2515;63.9711;87.7029;75.9449;78.5002;92.3131;68.0754;70.3057;73.0702;90.1421;63.4419;58.7751;0.0;72.8717;0.0;0.0;70.5263;0.0;0.0;72.3818;107.6619;96.3987;96.8453;97.1373;99.0932
859;46.532;39.7818;85.6327;61.781;87.5284;78.1878;81.8801;90.269;49.8555;32.3433;86.7278;69.8936;71.3441;60.8516;72.3603;88.0014;65.0079;64.3891;43.214;38.4466;87.8476;62.7407;85.2192;72.9588;78.4355;90.0663;66.8979;65.466;70.7643;89.0192;70.6923;60.9603;0.0;80.7318;0.0;0.0;82.0;0.0;0.0;80.562;108.531;96.6756;94.3495;98.1098;110.0754
860;36.8381;40.931;88.5231;65.6025;83.7456;74.0038;80.4948;91.6088;58.7557;26.5281;90.0545;69.0264;70.4588;57.4994;69.1246;86.7038;60.8683;54.2781;47.2128;38.8745;88.6351;65.5943;82.7923;73.3655;78.4169;90.1331;67.7339;69.6535;70.0802;86.3391;58.3706;61.4827;52.6667;78.0049;0.0;0.0;67.1429;0.0;0.0;81.7012;106.9208;95.3319;95.4;97.8438;98.5824
861;27.1515;47.5364;90.637;66.5062;86.4381;74.6971;81.8023;97.2354;39.2503;24.0173;89.7795;72.116;77.8659;43.9674;69.4411;94.3549;67.3526;53.6419;33.2776;43.0268;88.8278;64.5754;86.5039;74.7939;80.6955;96.9165;72.6011;75.0734;73.4064;93.2892;66.7206;57.6746;0.0;74.0702;0.0;0.0;65.9231;0.0;0.0;77.9749;107.2481;103.2531;100.8237;101.5783;100.6798
862;33.9416;43.7466;89.6289;67.6257;89.8222;75.3502;84.0013;95.9214;41.9642;23.0977;88.3805;70.3816;73.6373;47.0491;70.8804;89.9945;76.1622;53.9616;32.9931;43.4851;87.4301;66.8112;87.066;76.0926;83.6068;95.5165;70.1441;73.0715;74.922;90.0111;65.8571;54.9863;0.0;76.3151;0.0;0.0;60.75;0.0;0.0;82.7313;108.8371;100.7176;98.0067;100.6647;99.2589
863;53.688;45.5897;88.2171;65.2825;86.5626;76.1128;83.3418;95.8371;58.7985;31.0365;88.4269;69.9601;69.4305;60.6959;71.4831;92.6467;72.3542;67.344;52.1534;43.0;88.0756;66.3484;86.2823;75.7332;82.1611;94.5846;69.5098;68.4152;72.9463;92.2464;70.5;65.1843;55.4286;80.5546;0.0;0.0;74.8333;0.0;0.0;76.4793;107.9207;94.9569;96.0359;97.6036;103.5364
864;34.8432;39.9344;92.714;71.5205;86.0433;75.4569;81.3267;93.0336;42.9864;28.4577;88.4208;68.6598;66.64;47.0844;71.4249;91.2376;71.8875;54.5955;28.789;39.4818;91.6889;68.6594;84.96;73.6175;79.2853;92.6983;67.6517;68.1232;74.7993;87.5601;68.8889;52.7374;0.0;76.83;0.0;0.0;85.7778;0.0;0.0;76.8125;107.998;91.6008;98.7188;97.9691;102.7139
865;38.2891;47.92;88.6657;62.6227;89.2056;77.6616;82.6406;97.0571;44.2723;19.0521;88.4299;73.5435;72.5321;48.0293;72.6336;92.1512;70.1056;55.0682;37.512;46.4667;85.4491;61.5985;88.5382;78.0797;83.1124;97.9053;73.3885;71.589;76.5858;93.2087;68.96;56.4769;0.0;77.6007;0.0;0.0;73.125;0.0;0.0;85.1321;109.2458;99.7235;97.4258;96.698;98.075
866;34.4315;58.7115;90.4926;69.0819;85.9414;75.2655;85.5328;97.5914;36.0078;32.2405;90.0678;74.8368;76.3979;48.7996;73.0224;93.7333;67.0464;54.4517;33.8746;53.1111;89.5392;67.5883;85.6485;75.5149;84.8621;97.9113;73.8763;75.043;75.4568;92.6991;65.5839;54.9129;45.75;74.5959;0.0;0.0;73.3;0.0;0.0;75.9079;106.7654;99.1043;97.903;97.7015;99.8063
867;33.2807;41.0528;85.767;63.382;88.0074;77.1663;82.6895;93.3526;35.6552;18.6157;86.8197;69.236;68.5325;48.201;72.4418;91.3951;68.6936;55.6646;33.2908;35.7739;86.3036;62.8236;85.1371;75.9062;80.5362;91.6168;66.0772;68.2328;74.1829;88.0675;71.2353;54.5033;0.0;77.1255;0.0;0.0;69.3158;0.0;0.0;79.3346;113.31;98.0983;96.461;100.3864;108.3842
868;46.3669;45.3448;87.6974;66.4643;85.6453;73.9648;80.1058;93.602;49.3283;27.0206;88.9743;70.9593;74.2549;53.7891;67.9602;89.9665;65.2273;61.7986;45.9485;41.5285;87.354;67.5874;86.4189;73.3406;78.758;91.34;71.862;71.8504;70.0859;89.0908;68.5278;59.3451;0.0;80.394;0.0;0.0;80.1667;0.0;0.0;80.2604;108.5526;95.3617;94.4754;96.6953;104.8697
869;28.0112;45.1701;88.8879;61.9824;87.766;76.9913;78.567;92.5227;40.6308;23.9651;87.0528;67.9499;67.1671;46.3232;68.4798;89.9492;66.3134;52.3361;27.8397;31.9382;89.3513;63.3093;86.2289;74.2099;76.188;92.0732;66.2065;65.614;72.3698;87.3143;64.1957;52.1168;56.6667;76.8905;0.0;0.0;59.9565;0.0;0.0;78.7435;118.0082;102.2222;98.8549;102.4868;109.8315
870;24.3072;42.2816;87.6463;61.3083;83.7057;68.3641;79.7765;93.7131;40.5115;19.1471;85.0826;63.7262;65.1748;44.7542;64.7627;91.8079;62.3476;53.35;43.3317;30.7607;87.4669;60.7162;84.099;71.2564;80.2828;96.1462;64.6651;64.2535;68.3211;93.2193;64.1418;61.1823;33.5;79.1952;0.0;0.0;67.8684;0.0;0.0;88.8986;108.3258;97.5;96.2314;98.2823;99.5542
871;32.6303;41.1154;87.1;62.6209;87.5354;74.6842;81.7086;96.0134;44.6923;19.8345;85.8324;68.8022;69.1502;44.5649;69.4617;89.982;63.6224;58.0101;30.6004;39.0221;86.0983;60.6023;85.2804;72.4535;79.8381;94.779;67.136;69.9267;71.1278;87.0246;65.1075;56.4348;0.0;78.2161;0.0;0.0;64.6;0.0;0.0;86.4797;108.6216;99.5945;99.6314;100.5591;103.8746
872;33.3368;48.7838;86.2775;61.4449;90.7219;71.9428;79.3475;94.5209;40.4663;19.2478;87.7327;70.3775;69.9342;46.1369;68.1546;92.0545;75.1455;55.0187;30.367;44.5217;85.6623;61.1985;87.7609;72.5074;78.9068;93.1576;68.0884;67.5946;72.7692;89.6739;70.3125;56.6514;0.0;76.381;0.0;0.0;70.7;0.0;0.0;92.618;116.39;104.1959;95.9455;97.6891;95.0604
873;28.3973;35.7188;88.3938;62.7578;87.8491;74.2436;81.1735;95.7073;37.1027;21.7047;87.2441;68.7965;67.7437;43.8977;70.3247;94.1482;61.1033;53.6549;28.4572;35.7937;87.0917;61.2634;87.5629;73.8474;79.2979;94.3507;67.2099;68.1158;73.7521;91.8407;63.5753;55.6503;0.0;76.5088;0.0;0.0;67.8636;0.0;0.0;79.0469;115.7359;103.1828;101.6549;104.1716;103.7823
874;36.5413;52.675;89.7573;65.8516;91.5393;83.3274;87.7972;105.3251;38.1802;32.1797;91.2657;74.5688;73.7085;52.5236;79.9298;101.2227;66.0266;53.622;39.3732;42.5956;88.0161;65.3832;92.0069;84.686;87.7972;105.1894;73.9519;75.4435;82.6924;99.4392;68.1579;56.9437;61.0;76.729;0.0;0.0;69.963;0.0;0.0;74.437;111.5805;100.4065;102.5885;101.7385;105.7268
875;24.9038;34.2185;85.3294;56.3386;87.7999;73.6943;80.8801;100.1262;40.6195;21.8807;86.7017;63.3751;62.3004;51.6978;70.2025;95.7655;66.533;57.2644;29.0123;28.3143;85.69;56.0406;88.0718;74.1737;80.9783;100.0098;61.2185;60.2398;72.3083;95.3956;65.4459;57.9231;0.0;79.7897;0.0;0.0;73.0;0.0;0.0;73.9533;114.0765;100.4742;99.4936;102.4782;114.7346
876;23.9244;42.795;87.6142;58.7269;92.5269;78.8959;84.7689;102.0631;39.9601;16.8062;88.862;69.2736;69.5802;38.5056;73.8044;100.3197;66.5513;53.1655;27.7189;48.2222;87.5232;59.8554;91.4822;79.9447;85.0608;103.0247;67.9216;69.0913;77.1218;98.8785;67.5397;53.0012;0.0;76.0809;0.0;0.0;68.1739;0.0;0.0;72.4878;117.3974;102.2236;101.5515;102.8059;108.7952
877;36.0079;50.8176;88.7588;63.6339;90.8348;83.8674;88.9206;107.433;34.4505;27.8057;89.3933;74.2956;75.3881;48.3696;80.7161;101.358;71.2344;58.4653;36.7611;0.0;87.2044;62.5068;91.0569;83.49;88.3093;106.7582;74.6233;75.2906;83.8791;98.6887;70.1412;56.1655;0.0;79.7026;0.0;0.0;76.8148;0.0;0.0;70.3467;113.7728;103.4011;101.3214;101.2085;104.4141
878;57.3314;53.3939;88.3498;65.3278;91.7156;82.2573;86.9138;104.1109;62.7635;36.177;89.4187;73.2097;71.7215;64.6995;77.5113;98.1681;72.8438;67.1338;54.661;49.1875;87.8171;65.1596;92.7027;81.2079;88.3427;105.1402;72.7703;72.0622;79.5156;98.0063;74.1111;65.6842;64.5714;83.9416;0.0;0.0;85.5;0.0;0.0;80.2596;110.9235;101.6752;100.4379;101.0324;108.2149
879;30.0749;39.818;87.8462;62.1641;88.8194;78.1213;85.8025;102.839;39.5678;25.7862;90.8016;69.643;67.5528;44.677;73.0601;99.8627;69.6962;54.3337;32.3874;36.941;88.0127;63.0298;88.2466;77.9912;86.0134;104.8868;67.3732;68.0769;76.9118;97.9986;62.9216;55.5198;0.0;79.8304;0.0;0.0;62.7778;0.0;0.0;76.3196;109.9775;99.2462;99.9135;104.6355;106.4232
880;31.6317;54.746;89.1472;63.834;93.0954;79.1703;86.6786;104.1918;40.0789;25.2324;89.7959;73.5577;70.4174;48.3964;76.3117;97.5327;65.1971;55.1023;31.1548;52.4;86.634;62.4148;90.4724;77.7399;87.8987;105.4575;76.4496;74.1495;78.9635;96.7512;68.3088;53.7546;0.0;78.0716;0.0;0.0;70.0625;0.0;0.0;73.7911;112.2651;101.326;103.6835;103.6903;103.5157
881;25.5923;47.9108;89.6521;63.6094;93.1154;75.056;85.4202;104.1897;41.8768;23.3992;91.1425;71.9929;72.8588;30.8686;74.1921;98.5754;71.25;54.6336;29.159;41.9286;87.2898;61.8533;90.1703;75.1173;85.1039;105.0804;71.2702;71.8629;76.7523;96.3845;72.0435;55.8224;39.875;77.7718;0.0;0.0;64.625;0.0;0.0;82.5297;113.9705;104.3413;105.2494;103.8719;104.9063
882;29.8633;44.0;86.2161;66.3427;83.7339;74.8958;80.3834;92.3725;37.9103;23.5288;85.8801;68.6317;69.6191;47.1818;68.7372;87.0288;65.4118;51.0488;30.663;41.3084;86.1317;66.3442;83.0135;73.4401;81.1039;91.9204;67.2602;67.8636;71.7071;85.938;70.52;51.5519;0.0;75.0452;0.0;0.0;64.6667;0.0;0.0;83.7924;110.5969;97.6788;96.5714;97.8022;97.3865
883;30.9527;49.5133;89.5397;66.5197;86.834;79.3413;84.9276;98.1911;36.9786;27.82;89.1859;72.5417;77.3506;49.4817;73.0261;96.149;68.5;53.2275;31.5088;45.9737;89.1415;67.0275;86.9418;77.7655;85.0635;98.0888;71.1472;77.1601;78.4369;94.8103;75.5556;52.6738;0.0;76.6619;0.0;0.0;59.0625;0.0;0.0;78.2316;111.4491;108.7586;102.085;104.3904;110.3045
884;30.1079;43.0405;89.8139;57.3371;92.3173;78.4363;82.7547;98.4529;38.9744;14.5629;85.8944;69.0334;69.7501;45.1301;78.3849;100.4939;73.4737;54.7324;25.2546;30.773;95.0507;66.054;91.5975;77.2167;79.2873;95.9492;66.6541;69.1155;76.2101;97.8682;76.2333;54.7445;0.0;76.1056;0.0;0.0;78.52;0.0;0.0;83.1493;130.1698;117.1431;115.4829;119.7003;135.1806
885;30.1226;46.3513;94.5803;65.4604;85.0102;77.701;83.7081;97.0565;38.3851;22.9668;81.0088;72.4602;70.51;44.5069;75.1878;94.4665;60.8161;53.5099;26.9042;40.9912;89.7075;65.3145;88.8888;74.3343;83.5765;99.9028;70.873;70.36;77.7165;96.9107;59.75;54.2396;0.0;81.9497;0.0;0.0;57.3125;0.0;0.0;88.8635;118.0299;108.6219;113.4569;116.2206;120.4959
886;30.378;56.7089;97.6289;69.1656;89.3196;81.7346;83.32;98.7936;40.4486;28.6953;84.4176;75.5392;74.2261;47.0676;79.7731;94.3554;69.0652;51.7636;29.3223;37.6204;95.9174;70.6497;87.7742;77.9508;81.0974;100.1367;72.7648;75.4503;79.594;89.9441;66.7302;51.7167;42.16;77.5696;0.0;0.0;64.5789;0.0;0.0;73.3453;109.6239;102.6821;105.5045;111.4339;118.6061
887;20.9302;43.9873;94.6814;62.8;89.1109;71.5204;79.6924;94.4809;38.2902;18.6253;84.407;69.2555;70.6429;40.3025;71.8339;95.5662;65.0779;50.0956;21.0647;27.2991;93.484;65.3964;88.3412;69.9698;77.4205;97.9492;63.3683;70.0703;73.1601;94.6503;60.8077;51.83;51.0;80.6576;0.0;0.0;63.75;0.0;0.0;90.3801;117.668;108.9662;114.6292;119.5253;125.0036
888;24.7754;49.2538;93.0013;63.929;87.6715;73.7997;81.1461;95.0905;38.0667;23.1569;84.22;72.1276;74.5326;41.0363;74.7332;95.699;71.2857;51.8563;24.5517;35.2894;95.4679;67.3606;89.843;72.6123;78.9727;93.7218;70.3135;68.5781;73.9611;96.8842;69.3235;51.2106;35.0;77.5939;0.0;0.0;62.4;0.0;0.0;78.3409;119.3005;109.4438;115.5616;118.7811;123.7128
889;30.6228;52.9268;95.7809;62.8519;94.2682;81.2474;84.4815;102.9656;46.3398;19.2792;82.9339;72.9953;75.0225;48.9735;76.1879;100.9335;0.0;52.6404;27.7498;40.6;88.2068;60.9803;88.4415;76.0845;82.2901;97.7754;69.3021;71.6172;76.5326;91.5116;70.0455;52.1613;0.0;79.6593;0.0;0.0;72.7778;0.0;0.0;90.6074;116.2104;106.976;106.598;112.1452;121.4413
890;25.4444;34.3191;88.7521;62.3095;81.5102;68.6267;77.8243;90.7526;42.8431;21.7088;80.8201;67.1857;69.5662;41.1332;69.3425;90.1313;71.3929;52.5071;24.2818;39.6538;91.8416;65.8383;83.3787;70.0907;78.0939;97.9118;68.7673;70.8017;71.017;89.0388;65.8214;49.5787;0.0;76.2699;0.0;0.0;73.8696;0.0;0.0;84.3846;110.4628;105.5122;109.3653;117.9457;122.2918
891;23.9802;54.407;90.9651;61.9289;84.9755;74.4314;84.9442;105.7013;39.444;19.3165;81.4461;74.7693;77.7497;37.3373;74.2355;93.6677;73.4211;52.9905;24.5019;39.1206;89.4885;61.5529;87.0451;73.1983;78.4229;96.3014;68.2475;74.1823;75.0701;98.0905;68.5484;55.2199;58.4;78.9526;0.0;0.0;76.5263;0.0;0.0;85.994;121.0863;108.9324;110.1088;113.8648;119.202
892;27.5661;41.7296;90.2119;60.8412;88.6397;74.6527;80.9535;96.3064;47.8194;19.9559;84.4908;68.7483;69.7221;47.4539;72.4633;96.4905;70.5161;54.4932;31.7188;37.4743;89.4855;58.9757;90.8496;75.5787;79.727;97.9219;66.6323;65.5061;74.9102;93.7039;60.7714;54.6131;56.0;77.91;0.0;0.0;69.1111;0.0;0.0;73.1585;120.1723;115.4065;117.8434;121.6324;125.8488
893;36.8534;42.7668;95.0603;62.5064;91.6908;77.0002;84.0684;99.749;50.4797;20.5218;77.5508;71.0605;70.3812;57.3586;69.5074;89.463;77.55;55.1081;30.1361;36.4024;90.0594;59.1797;92.5844;79.0275;78.115;102.0025;67.2893;64.5164;74.7281;96.3382;70.1667;55.3095;49.1667;77.2143;0.0;0.0;73.4722;0.0;0.0;65.3417;111.756;99.5;99.186;103.8938;112.8716
894;23.9059;41.3333;87.0174;55.6535;88.5295;72.4373;79.6748;95.2937;33.4761;19.8364;80.2052;66.8816;68.7506;47.3042;71.0726;94.5971;66.017;50.3612;22.0236;32.1526;84.0499;54.7505;90.9154;73.1245;76.8298;97.074;65.7812;70.1504;74.6106;91.929;63.4551;54.0477;48.0;79.789;0.0;0.0;64.1471;0.0;0.0;81.9848;113.5145;110.9294;110.6977;117.2127;119.8785
895;28.1156;43.8198;90.2014;61.383;86.4934;78.4175;86.0956;99.3736;48.3266;20.4458;81.693;69.3339;74.2086;44.7226;76.6498;93.5701;71.8788;54.5446;30.9731;36.1957;89.8171;62.2123;92.8351;81.2523;83.3377;97.5123;68.9989;72.5575;79.993;96.8573;67.4255;55.5585;64.0;77.9496;0.0;0.0;77.875;0.0;0.0;83.6439;115.8541;105.8458;105.1953;109.4889;118.1596
896;21.7554;39.4177;91.8796;64.774;85.2719;71.7372;79.8246;94.5189;41.6326;19.1265;80.8121;66.8258;71.447;39.0067;72.6958;95.2193;74.4286;53.4239;21.0375;43.0278;95.3475;69.5192;87.4596;73.5963;78.6557;95.8449;68.3899;70.7343;72.0389;85.0773;80.5;50.6243;42.6364;79.5424;0.0;0.0;71.375;0.0;0.0;79.1322;117.8711;109.3996;112.9913;117.7653;124.6575
897;19.5835;45.5379;95.5789;64.0396;86.0049;74.6883;81.4641;94.5924;36.9109;16.7487;83.3294;73.1067;67.1679;36.0434;74.523;94.6541;70.7273;52.1926;21.4342;38.8784;90.0583;63.6238;85.3309;71.2917;80.9762;100.0135;71.129;67.6101;70.0236;91.9995;64.8966;51.5664;50.25;81.8864;0.0;0.0;60.2941;0.0;0.0;71.9727;115.5689;108.1516;113.3236;115.1069;119.5956
898;30.9514;44.1919;93.4382;62.5208;87.9879;73.761;82.6115;94.4808;47.0233;20.3934;81.0048;69.6459;70.9929;51.2835;68.1735;95.0874;78.0;53.75;35.5627;30.3278;87.5069;59.2644;88.5375;72.7747;86.4775;93.6665;66.4266;67.0476;72.4011;93.2215;72.1379;55.461;48.8571;82.7341;0.0;0.0;60.5;0.0;0.0;77.9906;118.3696;106.121;106.8865;112.9924;119.6988
899;29.9145;45.0;92.7788;61.6114;83.1106;71.9137;76.2015;86.3419;44.2779;19.9449;77.1591;67.2718;64.5026;46.5678;68.4523;91.4786;67.9149;52.2072;26.6489;35.2526;90.1975;60.662;83.8125;77.6223;78.8842;98.1848;68.9012;65.6815;75.2936;86.4431;70.3333;52.3732;0.0;77.1243;0.0;0.0;69.5882;0.0;0.0;83.5529;117.0772;105.2594;103.4107;103.8348;109.2819
900;35.193;47.5238;93.6202;61.1911;84.0586;75.7735;85.1444;96.1454;40.1687;24.7777;82.5117;71.4324;72.3328;47.5163;74.7852;89.5583;73.3333;58.1904;35.0395;46.2638;96.8294;63.6012;84.2844;74.8908;83.5346;101.8919;71.098;70.5218;75.0659;92.8883;61.7442;57.3976;60.0;77.1613;0.0;0.0;70.4706;0.0;0.0;80.4051;119.7321;110.1863;108.785;112.3362;121.6808
901;26.9755;43.5234;96.2498;64.3842;86.8909;77.9147;84.7665;101.3614;40.107;20.5737;82.3614;72.6872;72.6679;38.9081;76.7969;94.0823;69.5857;53.3956;30.7941;39.5455;93.8881;63.8197;88.5132;76.0969;83.4375;100.5297;68.2398;70.2928;77.4048;98.0701;69.0469;55.0276;0.0;76.8609;0.0;0.0;62.85;0.0;0.0;74.9645;126.7218;113.4035;110.6245;118.6159;127.3648
902;28.9992;52.2752;87.3138;59.4045;86.0066;76.1621;87.3371;101.5086;43.9106;20.3703;80.4623;74.0265;76.8836;42.3308;73.1881;90.0813;69.95;53.2864;25.4646;43.4595;92.1469;63.8022;87.512;74.8444;83.8867;99.603;72.617;73.2064;74.0387;91.9797;68.25;50.6159;56.5714;81.935;0.0;0.0;71.2941;0.0;0.0;85.1198;114.9766;103.3312;107.445;110.7553;115.134
903;27.1515;41.4652;92.0135;62.8378;89.3654;77.5563;82.5957;97.475;37.8304;21.2308;86.2683;72.1529;74.318;45.0426;78.1352;100.1487;62.5513;57.2536;25.4354;35.6266;88.5454;61.9291;87.9188;73.0466;84.7394;101.8323;71.4315;76.5501;77.214;96.3994;60.8804;53.1805;0.0;82.5314;0.0;0.0;82.3333;0.0;0.0;89.894;123.5889;113.9762;111.0933;117.7043;128.6448
904;28.9822;28.9347;93.3871;62.8367;84.751;72.8608;82.3291;96.4572;39.3422;20.3436;84.8895;68.4074;71.8931;44.588;71.2003;92.0117;67.723;54.1161;27.6952;34.7356;89.3706;62.1766;86.5631;72.3899;81.9524;101.4127;69.2598;71.0066;74.3061;88.6501;67.3898;54.1783;0.0;78.2547;0.0;0.0;74.8889;0.0;0.0;84.755;117.0716;105.7584;108.6609;117.0459;122.4335
905;27.4876;45.0557;88.7079;63.6157;86.8296;78.3452;80.1323;92.8304;33.8765;18.912;90.4193;71.2701;73.9315;44.5481;72.0695;93.1601;60.7574;52.7252;31.0679;41.232;88.1598;63.0767;86.885;77.9939;80.7386;94.146;70.3401;73.4443;75.7878;92.0206;63.3647;54.1744;42.8571;77.7091;0.0;0.0;62.5135;0.0;0.0;85.6208;114.9225;112.2935;102.6456;109.5116;105.7984
906;32.2415;51.1768;93.7452;61.2078;87.7527;76.0004;85.6807;99.0172;43.9508;20.5043;80.4975;72.7013;70.611;45.7779;73.1662;92.4109;66.7069;52.2758;31.5816;38.8833;91.4249;58.1622;86.3603;75.4955;83.7506;100.3802;69.5099;71.8521;76.304;92.0413;71.0769;54.199;0.0;80.472;0.0;0.0;66.1333;0.0;0.0;78.0276;124.8267;113.7385;109.5448;113.7259;126.8282
907;20.5169;47.464;85.4388;60.6589;86.0049;69.7845;79.6838;93.5551;27.8936;11.7688;85.5378;66.3411;64.5163;37.1994;64.9932;86.4579;71.0;51.1389;22.0614;44.2632;84.1702;58.1353;85.0919;68.8899;77.3426;91.4391;63.6152;65.1888;67.7587;86.2325;68.5455;53.3251;0.0;76.7262;0.0;0.0;73.1111;0.0;0.0;75.8941;110.7183;95.6667;97.2064;108.2549;117.3443
908;24.659;39.8682;88.8177;62.3189;88.4309;74.5545;82.4208;98.1771;44.5017;27.3462;86.0935;66.4995;66.8302;45.5015;69.7767;93.9449;69.1282;52.8173;23.162;31.8359;87.284;62.138;88.4376;72.438;80.4723;95.5495;66.5186;65.4844;71.2292;92.6187;62.8137;52.0974;0.0;79.5813;0.0;0.0;73.1875;0.0;0.0;81.1871;110.5073;106.7495;107.466;106.4054;111.4385
909;29.0998;33.9075;88.0802;62.9944;90.2793;77.3938;85.0126;101.4976;44.1008;27.9315;82.7715;65.9506;68.8455;43.3388;75.0362;94.9681;63.8095;54.7746;25.0857;33.8296;87.9861;63.2742;89.6049;74.6958;81.4973;99.4721;67.3888;64.5703;73.8606;91.3743;60.0283;53.6154;37.0;76.9671;0.0;0.0;66.0;0.0;0.0;76.7391;112.6515;107.2197;106.5403;109.3859;110.6993
910;21.0343;41.1811;86.9088;62.4694;87.9827;71.8577;81.7409;96.314;29.3236;23.1224;84.1905;65.7552;65.8259;36.9841;70.6041;93.3531;66.3073;50.2232;22.1508;31.314;86.7804;62.8032;86.5413;70.5965;79.1104;93.354;64.5028;62.5697;70.622;91.6467;60.9769;50.7121;35.0;80.6462;0.0;0.0;66.8462;0.0;0.0;80.2364;110.9171;104.8838;107.0335;108.2695;111.1088
911;21.581;39.1477;86.9251;59.235;85.6282;70.7939;78.0649;95.8623;34.1551;18.713;84.7014;62.6346;62.8494;34.8552;66.4668;93.3303;62.0;53.0638;24.7243;33.7108;87.6845;60.2847;86.3591;69.9137;76.7818;95.1738;63.6436;61.2145;66.9805;91.2011;61.2603;53.0595;32.0;80.6891;0.0;0.0;69.8;0.0;0.0;85.0;113.3684;103.9615;105.1719;107.8715;107.4372
912;33.1405;41.5352;86.6129;59.9694;89.8448;76.7487;83.3337;99.325;42.8534;26.0763;85.8977;67.4602;68.0732;44.951;73.3403;94.3172;67.9315;58.2029;32.0846;37.306;87.7346;62.6854;89.5082;76.4725;80.9767;97.0633;67.84;67.024;74.372;93.5464;64.871;54.5489;0.0;75.9322;0.0;0.0;74.9444;0.0;0.0;74.1069;112.0749;105.9403;105.0361;108.6039;110.4892
