Measure:std;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
772;24.045;9.9381;15.6585;15.5187;18.1347;12.2781;14.2634;18.0046;20.4931;12.0099;22.8133;23.8039;15.4304;23.4953;7.2;11.1472;25.5328;20.6148;20.1263;4.9329;17.3035;19.5774;26.8471;24.4596;12.1426;4.8886;18.7483;14.4278;4.6145;8.3757;0.0;22.4415;0.0;19.2255;0.0;0.0;27.352;0.0;0.0;6.1043;15.7332;12.1806;10.6065;10.9248;11.6554
773;30.0387;19.8673;13.8594;14.3449;40.1361;29.8039;15.8126;17.5632;18.9424;16.5712;24.7823;13.406;10.6601;21.1193;11.4589;26.2639;12.7114;22.5891;25.6601;0.0;20.443;18.7209;36.8917;19.0689;14.6238;17.8607;4.369;7.6426;22.7404;16.6822;15.8841;18.9732;0.0;27.2009;0.0;0.0;22.6618;0.0;0.0;17.0814;9.5784;10.1838;6.1929;7.7726;10.3991
774;12.7812;12.2965;6.8552;10.4931;8.0603;8.637;6.5997;6.2256;16.6054;18.2044;9.8301;9.024;6.3305;13.6888;8.8711;10.7395;10.5971;15.113;13.9699;15.7949;6.5194;9.5633;7.989;9.2059;6.946;6.0868;8.7632;8.4544;9.7671;10.554;7.6277;13.6273;0.0;14.906;0.0;0.0;9.6135;0.0;0.0;25.8177;13.9792;14.0124;12.3518;14.985;36.6993
775;13.4844;10.3621;7.2605;10.8268;8.6464;8.41;6.4436;4.6856;13.7154;17.5591;10.8372;7.7794;6.5842;11.5612;5.9959;11.7579;5.7193;12.0666;13.7503;15.8538;7.1856;10.0723;8.8127;8.9071;6.227;4.4056;7.9543;6.1326;6.7389;12.5727;5.2921;11.9795;12.0773;11.4017;0.0;0.0;8.4154;0.0;0.0;21.21;8.6174;10.9748;6.0569;7.8486;10.1111
776;13.3538;11.1866;6.7543;10.4734;8.0631;9.4589;5.5813;4.5702;15.6599;18.4085;9.8195;8.1695;6.8905;11.2813;8.2805;11.4412;6.7487;14.9503;14.1053;11.3743;6.9065;10.1069;8.1253;9.137;6.3478;4.0908;7.7367;5.8558;8.8353;11.8992;6.0454;13.9242;0.0;12.7451;0.0;0.0;23.6581;0.0;0.0;27.7347;7.8601;11.4435;10.9037;10.2937;11.6571
777;15.8606;13.3576;7.1368;10.0213;8.316;9.5927;7.2046;5.9692;16.315;18.5727;9.7346;8.2434;7.2447;12.986;7.6652;10.9432;13.2031;13.8748;18.6761;5.6585;7.4798;9.9285;8.5676;8.0866;7.0711;5.9287;8.0579;7.0633;7.3863;11.1837;12.9703;11.1865;6.5243;10.9268;0.0;0.0;13.0831;0.0;0.0;24.0168;8.8035;8.9105;10.2305;10.3282;13.194
778;13.5865;14.3285;5.5981;8.9124;8.3396;8.7716;6.4224;4.0858;12.7613;14.5082;9.7485;7.6694;5.7924;12.6017;6.0211;9.7612;6.5969;13.1618;13.4896;13.252;5.9173;8.5411;8.5424;9.1915;5.2555;4.0282;7.9005;6.1275;6.6127;10.8077;7.4793;13.1685;0.0;13.2513;0.0;0.0;18.6106;0.0;0.0;23.9886;7.8595;10.2282;8.3655;10.1341;8.7395
779;24.4275;17.2191;15.1555;15.5394;36.3167;12.3998;15.4727;17.0555;23.5798;18.5847;20.0741;8.7916;9.7954;15.5511;9.57;16.7002;15.1573;21.8857;19.8764;0.0;19.162;19.0701;26.8211;14.9362;23.7981;9.0325;6.2477;6.3473;12.4895;21.8517;8.6811;12.5881;19.6784;21.0415;0.0;0.0;16.4718;0.0;0.0;7.0553;12.0676;9.114;5.3538;12.1301;10.5308
780;18.5107;13.6561;6.731;9.2682;8.3464;8.0855;7.6808;6.268;13.4864;15.8724;12.4892;9.1226;6.4632;13.4178;7.2004;10.4715;7.1538;10.6762;14.8756;14.5487;6.2986;9.1687;8.3851;8.9923;7.0861;5.3835;9.5722;7.1576;8.2969;10.3136;10.7398;13.9108;4.3861;11.0972;0.0;0.0;20.2047;0.0;0.0;31.2388;8.2347;8.8188;8.7683;7.6696;10.3504
781;11.7639;15.0911;6.7245;9.0184;7.9638;9.1167;5.9352;5.0614;15.7943;14.985;10.0026;8.8441;7.8085;12.7632;6.564;9.8083;7.2136;13.1643;13.9662;9.2335;6.4608;8.7849;8.2325;9.0919;5.9237;4.286;7.6413;6.1087;7.574;11.0994;7.3965;12.0068;8.1616;13.1277;0.0;0.0;14.8717;0.0;0.0;24.3214;14.5118;16.0892;12.7516;16.0881;15.25
782;13.94;11.1845;7.4486;10.9329;9.3059;8.4017;6.3789;4.7037;13.9512;17.3317;10.5744;7.674;6.7282;12.3467;6.0708;11.8758;5.8613;12.6037;14.2045;14.5585;6.3099;9.8766;8.9406;9.0452;6.2964;4.0979;8.1893;6.3929;6.9919;11.7518;6.1728;11.9219;9.4287;10.7289;0.0;0.0;7.9972;0.0;0.0;23.4143;8.8333;11.3384;6.6479;7.4966;10.1639
783;27.2199;21.3916;17.0869;18.17;41.979;17.6733;26.8777;50.116;25.8514;19.1989;17.7292;18.5436;10.2604;13.4518;11.0492;31.6491;23.4418;18.5441;24.3195;17.7642;23.6658;23.3155;39.5952;18.1043;20.9875;10.9959;13.4885;13.9941;7.7732;15.7175;5.2281;29.109;9.3592;19.2879;0.0;0.0;22.2809;0.0;0.0;4.7109;6.4972;5.4711;6.5579;10.5861;12.5799
784;18.6035;9.42;21.3367;18.5197;27.6272;25.3511;22.0702;28.2804;5.3448;22.065;18.8709;25.851;6.2789;18.0971;7.6011;31.4544;0.0;19.2063;18.0685;12.4914;17.0858;23.8698;16.6161;16.4846;17.2333;9.003;21.242;11.3393;5.7139;16.2192;5.8109;21.3455;23.1884;23.2981;0.0;0.0;22.7887;0.0;0.0;7.943;10.8907;8.6947;15.0985;14.9966;11.5397
785;12.1068;12.9796;7.8464;11.0987;9.0545;9.4202;6.6932;5.9319;15.8677;18.8446;11.169;8.4711;7.3622;13.9428;7.0971;12.0673;10.641;13.3955;11.5964;10.5989;7.3306;10.3368;9.9554;9.7205;6.5473;4.8097;8.3323;6.9909;8.7143;11.7349;11.0539;12.6559;5.7373;13.4343;0.0;0.0;12.2019;0.0;0.0;22.7044;18.3717;18.9896;15.3898;16.493;15.9747
786;13.8429;15.5234;6.8437;9.5227;8.2426;8.3618;6.7439;5.192;13.4218;13.4054;10.2309;8.0578;11.7177;11.2073;6.6337;10.4147;14.6335;14.1653;14.2099;12.3541;7.0359;9.3329;8.2941;8.3263;6.8218;5.3676;8.4064;7.9115;7.6243;10.097;18.1712;12.3953;0.0;12.2555;0.0;0.0;13.604;0.0;0.0;30.5307;8.7693;10.7527;8.2645;8.8055;10.1126
787;15.8078;13.1116;6.5572;9.7037;7.55;7.6389;6.338;4.4869;17.8484;18.9404;10.2917;8.2855;7.0906;13.0735;7.0576;11.9354;10.9512;9.8919;15.2143;15.4267;6.5677;10.0429;8.0577;8.6902;6.5832;5.0497;8.1654;6.9607;7.8;11.8327;10.7809;13.5436;0.0;12.7515;0.0;0.0;22.4388;0.0;0.0;26.7117;10.5588;7.9504;9.0979;10.5695;11.4712
788;13.1269;9.9371;5.751;8.5045;7.9964;8.6425;6.0193;4.5756;15.1588;17.6178;9.0002;7.4751;5.7825;12.0601;5.6721;9.2429;10.5083;13.0798;13.6091;14.1936;5.9995;8.4933;8.421;8.6193;6.3096;4.4089;7.5629;6.2051;7.2434;10.1673;10.6052;12.7035;0.0;13.1506;0.0;0.0;18.2561;0.0;0.0;35.4612;11.111;16.8193;11.227;13.7725;13.3596
789;12.0241;15.4667;6.2046;8.3739;7.9677;8.9889;5.5743;4.5537;17.8574;17.7446;9.1966;9.1556;6.676;12.6139;7.1298;11.4474;3.8101;13.5987;13.5051;11.9261;6.0211;8.6859;7.9319;9.0611;6.0367;4.624;8.4228;7.5898;8.6905;12.0688;8.0596;12.5162;3.304;13.1327;0.0;0.0;21.13;0.0;0.0;22.3297;12.3143;12.5339;11.7326;10.8452;11.5818
790;13.5689;6.3895;6.0446;10.8502;7.8544;7.9108;6.2865;5.0593;13.0032;14.5701;9.849;7.715;8.3609;11.4913;6.4528;9.5961;9.9716;12.5584;13.2792;12.2157;6.2435;10.5871;8.2932;7.9946;6.8327;5.2843;7.6569;9.3492;6.6987;10.4896;10.8178;11.1041;0.0;12.0135;0.0;0.0;12.1128;0.0;0.0;31.0465;9.797;12.6576;9.3616;9.2092;8.8669
791;17.1856;11.9624;6.2508;8.8648;7.5761;6.8444;5.8733;5.9645;14.0387;17.0589;9.1817;7.306;5.5925;12.5859;5.7589;10.6461;10.074;11.6234;13.208;10.6823;6.1891;8.6969;7.7222;8.7361;6.1499;4.7668;7.7741;6.8106;7.41;10.0915;9.1624;12.0302;8.167;11.6687;0.0;0.0;7.8557;0.0;0.0;23.1709;9.3613;10.4973;9.6825;8.8238;8.7045
792;12.7445;6.9832;7.0667;9.7611;8.7888;9.1285;7.0071;5.1431;12.2528;18.8498;10.2227;9.1666;5.6573;11.7125;5.9029;10.6438;4.54;13.9069;13.5487;17.6126;7.0915;9.9403;9.2875;9.0425;6.0274;4.8188;7.9511;5.9064;7.4947;11.4647;5.8303;12.2097;0.0;13.5752;0.0;0.0;15.9952;0.0;0.0;20.6184;9.0881;10.4221;8.4734;8.9335;13.1242
793;13.0514;14.5448;6.0386;9.3177;8.5485;8.847;6.8238;4.8811;16.5997;14.5999;10.5816;8.4759;6.6676;13.2244;7.2443;11.6892;6.758;12.9209;12.5412;13.0177;5.9612;9.1158;8.5688;8.8584;6.0371;4.3023;8.0676;6.9327;7.1168;12.5633;7.2481;12.0803;0.0;12.8294;0.0;0.0;14.2653;0.0;0.0;30.2614;11.6278;19.1513;11.4028;13.1671;12.9988
794;14.8108;15.5344;6.4058;9.7041;8.0891;8.563;7.5715;5.4838;16.9497;17.0665;9.2179;8.8291;7.756;12.7843;9.0847;9.9487;8.9003;13.7591;14.7775;13.9108;5.8888;9.5195;7.9559;8.4115;7.3324;4.4257;8.1548;6.8765;10.0852;10.0787;4.7018;13.3635;12.0899;13.2236;0.0;0.0;12.4292;0.0;0.0;25.9316;12.714;14.0753;11.9879;10.8128;12.0613
795;13.896;7.6251;8.1562;9.831;8.6556;8.7254;6.9244;7.3302;15.3837;14.2195;10.8862;9.3673;8.5976;11.718;6.607;11.4749;12.9246;12.075;15.2711;9.3741;5.8416;9.9245;9.1138;9.499;7.0585;6.3857;8.9985;9.8198;6.5326;12.0078;9.6093;10.3752;5.6828;10.8507;0.0;0.0;10.4395;0.0;0.0;38.535;12.4344;11.4073;15.28;15.5971;15.8149
796;14.5689;8.5138;6.9781;10.4183;7.4254;6.913;6.5388;5.9722;14.4639;16.204;11.1537;8.5037;8.3069;11.8952;6.2012;10.0061;12.7018;13.1648;14.288;12.3204;7.2284;9.6514;7.5491;7.2491;6.2474;5.0824;8.026;5.6442;6.1071;9.5038;11.0848;12.1389;0.0;10.7766;0.0;0.0;4.4584;0.0;0.0;20.4322;9.241;8.8446;8.6673;8.8858;8.8708
797;16.8518;14.373;6.5478;9.5032;8.0374;7.5797;6.5552;5.636;13.1207;16.5127;9.9471;8.6087;7.4711;12.3176;5.5479;9.9845;9.7008;10.7253;13.7728;11.5221;6.2854;9.2957;7.5672;7.6339;6.3678;4.5812;7.9;7.0421;6.1938;11.0068;9.2665;11.8957;5.8904;11.8715;0.0;0.0;11.655;0.0;0.0;32.3777;9.7659;9.2238;8.5435;8.7059;7.0233
798;13.8013;15.3848;6.398;8.2842;8.3547;8.6827;7.9523;6.4081;15.1787;14.0478;10.1603;7.4996;6.1951;10.9561;7.1481;10.362;11.9362;13.4866;13.9838;15.0736;6.4653;8.2435;8.0639;8.7525;7.5324;5.6282;7.1229;5.9613;9.2839;10.1759;5.432;12.0538;0.0;13.4062;0.0;0.0;10.6686;0.0;0.0;25.6036;9.1344;11.2738;7.6565;9.0695;11.6219
799;13.8684;13.6384;8.4786;10.6778;9.1472;11.1611;10.1363;6.1069;16.028;13.8143;13.8399;10.3642;8.4684;13.6066;10.5308;12.7066;9.1841;13.4975;13.7281;12.4477;7.6224;10.169;8.9315;11.3357;9.4986;6.87;10.1016;10.6473;8.1734;12.7354;7.0328;12.1914;7.5581;16.1879;0.0;0.0;14.157;0.0;0.0;33.4927;18.4906;20.2564;16.5161;19.9918;18.7643
800;13.8889;10.6654;6.2863;8.6641;7.657;9.1829;6.6755;5.1017;16.3534;12.6791;10.0631;8.1245;6.16;10.8375;6.8045;10.0218;8.3422;12.8884;13.8373;12.0786;5.9806;8.6362;7.9655;8.4318;6.1633;4.4227;7.9934;5.8203;7.8416;10.2015;8.0531;12.1217;5.6789;12.8054;0.0;0.0;14.635;0.0;0.0;18.1325;9.7228;8.6135;8.73;9.6794;11.011
801;14.2776;10.3523;7.3743;8.9448;8.5713;7.671;6.5187;5.4367;12.0518;15.5697;11.2895;7.5955;6.3804;12.5486;9.0964;10.5563;7.0547;12.0083;14.2032;8.4853;6.3134;9.1927;8.4513;8.3017;6.1124;5.8773;7.2815;7.566;7.7511;10.6154;5.1726;12.1037;0.0;11.9783;0.0;0.0;17.4069;0.0;0.0;24.862;6.2766;8.5875;7.0285;9.4102;22.7509
802;13.9863;13.6632;7.5734;9.0584;9.4908;10.2667;7.8011;5.5531;13.769;13.9873;13.5216;9.9924;10.6407;16.2756;9.96;15.8507;11.6388;15.5629;15.0305;15.7064;6.5225;8.5902;11.0147;11.4642;7.0145;6.2219;9.8555;8.6637;10.1682;17.1865;3.5885;15.0303;5.8538;15.8261;0.0;0.0;22.6939;0.0;0.0;31.2808;12.0896;10.1203;12.6594;21.1088;38.0703
803;13.7919;9.1953;7.1892;9.3226;8.004;8.0318;6.2027;4.7522;15.9022;14.0635;10.5319;8.3647;7.3409;11.9043;6.6629;10.4866;12.4112;12.3278;14.1212;9.3369;7.9382;9.1109;8.8031;8.6268;7.1137;4.8135;7.9418;6.58;8.3164;11.7137;10.7087;11.6312;0.0;12.5582;0.0;0.0;20.8808;0.0;0.0;25.5955;9.7519;12.1078;12.043;12.4715;11.4556
804;18.8901;13.1327;6.7803;9.1508;8.0896;7.7673;7.7225;6.253;18.6606;19.679;11.4361;8.4851;6.6488;14.3173;6.6259;14.3742;7.3564;11.5293;17.8082;13.9911;6.2626;9.2913;7.511;8.1;6.8294;5.6411;8.5432;8.106;8.8225;11.1768;8.735;12.463;4.9242;11.5434;0.0;0.0;7.6796;0.0;0.0;27.4097;9.4365;6.4993;7.8492;12.3552;20.288
805;15.211;12.9042;5.6338;8.5607;7.715;7.986;5.4144;5.2391;15.9457;19.5116;10.5447;8.7265;6.7493;12.0204;5.6544;14.6278;6.4992;13.3234;17.4415;14.9622;5.6785;8.9997;7.7639;7.2115;5.4335;4.7391;9.0313;6.1976;6.6039;15.2232;9.3331;9.69;0.0;12.8922;0.0;0.0;16.3809;0.0;0.0;20.4124;8.2606;7.372;7.1548;6.2047;9.4282
806;15.6425;15.1099;7.4776;8.7803;10.3383;9.8701;6.5874;5.6307;17.6811;13.4438;11.9727;11.0499;8.8568;10.844;7.0446;18.3296;5.1477;15.6768;16.0889;15.6287;7.6257;9.7716;10.2048;10.6549;6.9191;6.2195;11.6956;11.9565;9.2721;15.9107;4.8674;14.1304;0.0;16.7563;0.0;0.0;8.0798;0.0;0.0;17.9399;11.5637;11.918;10.2062;11.4625;14.9515
807;13.7005;13.9288;9.317;9.4896;8.2297;8.8546;6.0809;5.2311;13.9698;16.2824;10.321;8.9264;6.022;14.1979;6.2019;11.6507;5.9947;14.4706;14.051;9.3356;6.4678;9.6556;8.4813;9.4452;6.1995;5.18;8.2957;7.3507;7.2436;11.319;4.1583;12.4573;0.0;15.3513;0.0;0.0;13.0163;0.0;0.0;20.3759;11.3855;14.2322;11.0649;10.7366;9.7299
808;12.919;0.0;6.9826;9.7691;7.4657;7.5862;6.766;5.7508;10.0046;12.8222;11.6692;8.7726;6.3339;8.3399;6.1363;9.2681;8.9595;10.0195;13.2837;10.4813;7.8935;10.3368;7.368;8.4268;7.0392;5.2721;8.858;7.2033;6.3014;10.439;13.6098;9.1877;6.2102;9.5016;0.0;0.0;5.8573;0.0;0.0;25.2323;8.5144;7.6777;10.6434;10.4401;7.5067
809;13.7261;14.7068;6.1376;8.5853;8.4384;9.1299;5.8998;4.8686;15.9131;12.4026;10.1773;7.7462;6.1771;13.3748;6.6911;10.2847;8.039;13.0422;13.6265;9.6665;5.8755;8.3126;8.7106;9.5602;5.8239;4.3882;7.6249;6.3531;7.8397;10.1819;6.7227;12.0747;14.4197;14.3447;0.0;0.0;14.9003;0.0;0.0;24.7657;8.1161;12.7295;7.5971;9.1042;10.3246
810;11.9762;18.1733;6.4282;8.7995;9.0406;9.8202;6.1148;4.1946;16.2483;12.8437;9.4097;8.0961;5.8735;14.9747;6.8858;9.365;12.277;12.9902;11.7108;14.2079;5.4705;8.8768;9.1519;10.2173;6.1017;4.1816;7.7461;5.602;6.6706;9.9059;10.8855;13.247;15.0416;14.6058;0.0;0.0;11.3431;0.0;0.0;21.5708;15.4766;12.9426;8.5362;13.5133;12.0055
811;12.7201;11.7926;7.7604;9.5624;7.6815;8.7089;5.9428;4.6981;16.4563;15.7604;10.4526;8.1541;5.7394;12.8528;6.5225;10.4164;11.2202;13.4854;13.6405;11.6766;6.7512;9.2394;7.6661;10.3571;5.9206;4.2761;7.9021;5.8815;6.6403;11.1638;9.0327;13.1263;0.0;14.8594;0.0;0.0;18.8914;0.0;0.0;30.2891;11.4608;15.4836;13.0796;12.7779;11.0979
812;17.0304;11.6403;7.5617;9.6694;8.7718;7.8999;7.2143;6.6245;15.0336;22.3893;12.2196;8.9846;8.8551;10.2216;7.5001;12.6844;7.0621;12.0179;16.6303;15.3761;7.4022;9.3606;9.029;8.5083;7.2145;6.2672;9.7667;8.6284;8.6376;11.9404;9.9827;13.6472;3.3699;10.1612;0.0;0.0;8.7939;0.0;0.0;24.5811;9.5564;8.408;8.6137;16.7435;30.0266
813;16.7622;14.1408;5.7486;10.5422;8.1155;8.183;6.2839;4.5806;15.2413;18.401;10.717;7.831;7.7509;11.8197;6.6238;10.7184;8.296;14.3743;15.699;14.7714;5.8083;10.4244;8.0211;7.7076;6.1189;4.3469;7.4218;6.8603;7.0513;11.2397;4.0034;14.2301;0.0;11.0673;0.0;0.0;6.2943;0.0;0.0;21.2061;6.6111;10.8328;11.0316;10.327;11.881
814;13.3208;11.0953;5.836;8.9467;6.8755;8.3121;5.239;4.1451;16.2665;15.6708;9.1507;7.6929;5.8297;10.767;5.6425;9.2379;8.6585;12.3776;12.774;12.204;5.5641;9.1765;7.5505;9.2951;5.579;3.9721;7.7114;6.2325;5.9401;10.5982;7.8829;12.1167;0.0;11.8621;0.0;0.0;15.6529;0.0;0.0;24.0371;11.9922;13.2509;11.8482;10.6544;9.6415
815;14.6873;13.9872;6.6863;10.3229;9.0423;8.1525;6.3713;4.9204;14.9912;14.0083;10.4481;7.7601;6.4226;12.8557;6.3919;11.0811;8.3506;14.7799;14.4615;11.553;6.6915;9.8961;9.3144;9.5054;6.6846;4.849;7.9131;5.2348;7.3769;11.5217;9.5291;14.2064;0.0;13.864;0.0;0.0;15.7839;0.0;0.0;26.9282;10.3421;13.3934;9.5776;10.0277;8.9056
816;11.6539;13.5522;5.6971;9.4709;7.8751;9.3153;6.3814;3.7993;17.7054;15.7553;9.8234;7.2392;5.9828;14.1856;6.038;10.8297;8.3945;13.0751;12.1567;11.2628;5.4524;9.3225;8.447;10.0108;5.7021;3.4167;7.7366;6.5609;6.3085;12.0068;5.9882;13.0042;0.0;13.508;0.0;0.0;22.2181;0.0;0.0;17.0836;13.0936;12.8862;13.786;14.1314;10.891
817;13.041;11.1857;6.9379;10.1908;10.5739;11.3542;7.8378;5.8765;13.8548;14.6159;11.5798;9.8606;7.268;13.2729;7.6667;12.2471;6.1942;13.5686;12.8241;10.688;7.63;10.0373;9.2552;11.1013;7.2718;5.5825;10.0438;8.1093;7.3668;12.3811;7.2188;13.1167;0.0;14.2066;0.0;0.0;10.6633;0.0;0.0;22.0618;17.8141;27.7674;17.118;22.4486;19.9329
818;12.3057;9.7762;5.3821;9.1875;7.9543;7.81;6.5289;4.3488;16.9084;14.8879;9.8243;7.3852;6.2543;12.6757;5.8523;12.4291;8.9319;12.4575;13.0288;12.2432;5.2317;8.3303;7.8298;7.9828;5.742;3.7464;7.0763;5.7097;5.9617;12.0495;4.1074;12.144;0.0;12.4762;0.0;0.0;11.2933;0.0;0.0;25.5189;8.6415;10.5654;9.0053;9.5141;8.3507
819;12.6201;12.4524;6.4687;8.9489;8.439;9.1032;6.2866;4.8208;16.2865;16.6045;10.3187;8.2543;7.6223;12.7159;5.6408;10.5561;10.8335;14.0514;13.5893;12.2446;6.436;8.9372;8.3501;8.5177;7.0033;4.5933;8.2754;5.7815;6.6916;10.3889;9.4491;11.9067;7.447;13.6739;0.0;0.0;15.1966;0.0;0.0;18.4275;9.4111;12.6647;9.7966;11.3408;11.5114
820;12.7578;10.9493;6.269;8.9291;7.7776;8.4204;6.3116;5.0743;15.6175;12.5813;10.0125;7.948;6.1913;12.3429;7.2121;8.5937;9.7399;12.6367;12.9967;13.0907;6.2099;8.8763;8.1781;8.438;6.0378;5.2976;7.9713;8.4214;6.6643;9.1296;9.1828;12.2294;0.0;12.4982;0.0;0.0;13.6672;0.0;0.0;25.0813;10.8826;10.518;9.991;10.6614;9.2293
821;19.2834;20.822;11.543;15.0667;28.1632;10.9469;15.403;31.6722;24.4737;9.8549;16.8746;17.0469;7.2682;15.2671;5.9959;22.1211;26.9079;20.1927;21.0496;15.4983;21.4449;19.2363;11.1979;12.897;9.5211;5.7457;14.1761;10.1396;5.2624;12.0688;9.485;17.7457;0.0;21.3223;0.0;0.0;18.8359;0.0;0.0;4.9147;8.2734;6.7225;10.1576;8.5428;8.6651
822;12.8045;13.2464;5.5881;8.956;8.0892;9.2116;5.905;4.5497;16.5399;12.1535;9.5164;7.3603;5.6764;11.4076;6.1708;9.2698;7.3251;13.4088;12.5939;12.9326;5.6448;8.8683;7.9603;9.4858;5.8676;4.0574;7.6813;6.0843;7.0557;9.6581;6.7203;13.0483;0.0;13.7385;0.0;0.0;15.883;0.0;0.0;18.6698;11.6742;13.7421;8.951;10.7121;10.0274
823;11.8987;16.1548;6.175;8.9428;8.5289;9.501;6.6853;4.7545;14.8152;16.0256;10.0143;8.0526;6.2734;13.0469;6.8628;11.5257;13.8056;12.9272;11.5423;13.8153;6.1519;9.0211;8.8283;9.2283;6.4561;4.5442;8.3071;8.1582;8.9062;11.3798;10.3675;11.9518;9.2706;13.512;0.0;0.0;12.738;0.0;0.0;30.4787;14.169;13.1371;10.6072;14.7092;13.811
824;13.3325;11.6467;6.6848;9.6204;8.7776;9.2733;6.7111;4.0074;13.4893;12.4114;9.8259;8.0431;6.2873;11.4581;6.6373;10.9041;12.011;13.2485;12.8365;12.6818;5.8268;9.853;8.7909;9.1653;6.3276;4.5879;7.7507;7.1372;7.4783;10.925;11.1325;12.4372;0.0;13.4823;0.0;0.0;16.3911;0.0;0.0;18.9801;6.7266;12.5319;8.3668;9.2972;9.8564
825;20.1492;13.8211;7.301;11.3131;8.3109;7.6431;7.0725;6.0548;12.172;20.4834;10.0571;8.5977;6.6408;11.5001;6.7432;10.2152;9.0845;16.5982;19.5523;15.2267;7.4369;11.4961;8.4183;8.1963;7.4338;5.7152;8.3318;6.2489;9.0599;11.6443;10.1469;14.3135;13.1515;11.6409;0.0;0.0;11.9336;0.0;0.0;21.7321;8.2416;8.7727;8.3352;9.1695;17.6522
826;12.7582;12.3421;6.3958;10.5146;7.9651;9.3363;6.4242;5.5996;16.4103;18.6059;9.6377;8.6553;7.7861;12.5193;6.3787;10.6449;9.4365;13.5147;13.1737;13.6724;7.149;10.3556;8.3344;9.5565;7.1356;5.5513;8.6251;7.7021;8.1504;10.5826;10.7089;12.5581;0.0;13.7915;0.0;0.0;14.8923;0.0;0.0;24.9684;12.2576;16.5475;12.203;14.2296;16.6497
827;17.1872;16.201;7.2095;9.4041;8.1404;7.7895;6.8575;6.1856;12.3614;17.3675;9.5445;8.7707;8.0996;10.8952;5.8802;10.4666;9.7854;13.5249;15.2214;17.7181;6.3867;9.9646;8.1877;8.2852;7.6898;5.9501;8.6613;8.3381;7.4562;11.1164;6.1369;12.1268;0.0;12.5395;0.0;0.0;15.2572;0.0;0.0;24.2278;8.8868;9.8815;9.8959;11.5831;10.0692
828;13.9238;15.5441;6.5692;8.7894;8.2362;8.7782;6.4623;4.1425;17.8147;16.8966;9.9115;8.5562;6.1234;13.1352;6.7377;10.179;12.5874;14.1609;18.5346;13.1081;6.3105;8.7248;8.3219;7.6203;6.1965;3.8323;7.434;6.8277;7.4922;10.7327;9.9706;10.2829;0.0;13.1693;0.0;0.0;16.3123;0.0;0.0;26.4404;8.4306;10.5809;8.87;8.5865;8.5224
829;14.0424;10.4723;5.8385;9.1887;8.0601;7.8511;6.6687;4.9818;15.5012;18.7866;9.6769;7.3914;5.8353;14.1456;6.1397;9.1077;7.1447;12.7625;15.893;10.2831;5.8197;9.0608;7.842;7.658;6.942;4.5096;7.5592;5.9022;7.9427;9.2404;6.6899;11.3916;6.9722;10.9015;0.0;0.0;8.7464;0.0;0.0;26.5879;8.1757;11.9328;8.6557;9.3784;8.6779
830;14.7042;14.8561;6.9034;9.0295;8.3501;8.0456;7.4376;6.1088;11.413;13.9372;9.5794;8.1979;7.346;10.8525;6.9984;10.548;11.2005;14.0882;13.6609;13.9737;6.7557;9.1824;8.0298;8.5117;6.6387;5.2787;8.0593;6.6858;6.89;10.3692;7.623;13.2889;0.0;14.5591;0.0;0.0;11.4372;0.0;0.0;25.9628;9.4298;9.598;8.7003;10.45;11.2114
831;12.4692;12.067;6.9816;9.5613;7.9542;9.4974;5.853;4.8115;15.4211;19.2421;10.5829;8.0938;7.4409;12.6234;7.0631;11.0542;6.5482;13.0468;14.2841;13.3256;6.6366;9.2688;8.3342;9.0799;5.6993;4.2401;9.492;7.066;8.287;12.2905;7.8971;12.8435;8.2057;13.7071;0.0;0.0;13.4651;0.0;0.0;20.788;9.5356;11.8154;9.165;9.9999;10.3534
832;13.326;14.6966;6.3247;9.3262;8.131;8.8313;6.4807;4.9005;14.3143;13.6963;9.459;7.8146;6.3919;12.6117;6.0806;9.9439;12.1295;14.0932;13.3311;10.5302;6.4128;9.1599;8.5025;9.3431;5.9882;4.3686;7.9188;5.6091;7.471;10.3252;11.335;12.5668;2.8284;13.424;0.0;0.0;9.6406;0.0;0.0;29.6271;10.5059;13.0106;10.059;11.0957;12.1182
